gene	coord	86minua2_CAST	86minua2_129S1	86minua2_total	86minua2_CAST/all	86minua2_htseqCount
Tmem243	chr5:9118454-9118983	29	28	57	0.508772	89
Tmem245	chr4:56923339-56923508	8	10	18	0.444444	152
Tmem248	chr5:130241278-130243765	68	133	201	0.338308	401
Tmem251	chr12:102744600-102745397	13	7	20	0.65	68
Tmem258	chr19:10207164-10207300	262	281	543	0.482505	372
Tmem259	chr10:79979496-79979753	75	85	160	0.46875	449
Tmem261	chr4:75277981-75278286	20	31	51	0.392157	121
Tmem263	chr10:85114408-85117747	29	37	66	0.439394	201
Tmem28	chrX:99845389-99845560	6	4	10	0.6	17
Tmem30a	chr9:79768941-79771479	17	13	30	0.566667	413
Tmem33	chr5:67286096-67291461	83	77	160	0.51875	464
Tmem38b	chr4:53859882-53862018	11	57	68	0.161765	90
Tmem39a	chr16:38590912-38592162	242	198	440	0.55	922
Tmem39b	chr4:129686771-129687107	7	6	13	0.538462	78
Tmem40	chr6:115731185-115731256	10	59	69	0.144928	58
Tmem41a	chr16:21937933-21938094	4	17	21	0.190476	53
Tmem41b	chr7:109985962-109986230	116	175	291	0.398625	566
Tmem43	chr6:91486745-91488458	8	14	22	0.363636	109
Tmem47	chrX:81094452-81097875	38	86	124	0.306452	285
Tmem5	chr10:122096900-122097102	73	71	144	0.506944	247
Tmem50a	chr4:134909613-134909725	85	112	197	0.431472	230
Tmem50b	chr16:91597582-91597680	16	23	39	0.410256	81
Tmem51	chr4:142037405-142037933	30	34	64	0.46875	105
Tmem55a	chr4:14913724-14915260	30	45	75	0.4	211
Tmem55b	chr14:50930134-50930324	165	155	320	0.515625	1908
Tmem57	chr4:134812540-134812698	31	27	58	0.534483	250
Tmem59	chr4:107197506-107197614	57	105	162	0.351852	490
Tmem63a	chr1:180974169-180975104	15	12	27	0.555556	69
Tmem63b	chr17:45677926-45678016	23	33	56	0.410714	294
Tmem64	chr4:15283159-15286753	149	286	435	0.342529	732
Tmem65	chr15:58782269-58785010	83	66	149	0.557047	152
Tmem69	chr4:116551528-116553729	64	43	107	0.598131	235
Tmem70	chr1:16676968-16678275	68	106	174	0.390805	201
Tmem8	chr17:26121938-26123253	161	129	290	0.555172	499
Tmem81	chr1:132507165-132508639	7	4	11	0.636364	41
Tmem82	chr4:141617899-141618633	6	17	23	0.26087	69
Tmem87a	chr2:120355309-120356538	13	22	35	0.371429	460
Tmem87b	chr2:128851284-128854261	34	41	75	0.453333	148
Tmem9	chr1:136034068-136035030	80	73	153	0.522876	209
Tmem97	chr11:78550528-78550735	46	66	112	0.410714	504
Tmem9b	chr7:109735836-109736991	7	4	11	0.636364	59
Tmf1	chr6:97175770-97176968	30	16	46	0.652174	213
Tmod1	chr4:46114314-46116032	4	8	12	0.333333	52
Tmod3	chr9:75559500-75559657	196	157	353	0.555241	538
Tmpo	chr10:91171038-91171619	106	127	233	0.454936	1441
Tmppe	chr9:114404521-114411201	9	8	17	0.529412	156
Tmprss11d	chr5:86302854-86303772	8	4	12	0.666667	23
Tmsb10	chr6:72957913-72958232	6	4	10	0.6	2113
Tmsb15b2	chrX:136957899-136957979	16	5	21	0.761905	5
Tmsb15l	chrX:136975398-136975502	14	7	21	0.666667	0
Tmtc3	chr10:100474375-100474474	28	49	77	0.363636	283
Tmub2	chr11:102288076-102289424	13	8	21	0.619048	114
Tmx1	chr12:70465978-70467624	54	32	86	0.627907	569
Tmx3	chr18:90539939-90543267	16	37	53	0.301887	406
Tmx4	chr2:134594502-134598865	11	10	21	0.52381	97
Tnfaip1	chr11:78536073-78536260	67	64	131	0.51145	174
Tnfrsf10b	chr14:69782232-69784411	20	31	51	0.392157	127
Tnfrsf19	chr14:61005075-61005253	61	39	100	0.61	137
Tnfrsf1b	chr4:145212368-145216100	15	24	39	0.384615	137
Tnfrsf21	chr17:43087743-43089188	17	26	43	0.395349	213
Tnip1	chr11:54937947-54938065	45	45	90	0.5	271
Tnip2	chr5:34499488-34499736	26	41	67	0.38806	102
Tnk2	chr16:32682685-32683493	75	88	163	0.460123	537
Tnks	chr8:34867694-34867785	25	25	50	0.5	170
Tnks2	chr19:36890741-36893477	217	310	527	0.411765	1769
Tnpo1	chr13:98884515-98884664	259	208	467	0.554604	1650
Tnpo2	chr8:85055551-85057582	212	99	311	0.681672	964
Tnpo3	chr6:29609366-29609607	112	118	230	0.486957	1272
Tnrc18	chr5:142771305-142772303	21	29	50	0.42	292
Tnrc6a	chr7:123181956-123182033	5	4	9	0.555556	362
Tnrc6c	chr11:117760491-117763441	13	7	20	0.65	242
Tns1	chr1:73985875-73985935	31	61	92	0.336957	275
Tns3	chr11:8545229-8545351	128	126	254	0.503937	496
Tob1	chr11:94213486-94215492	29	29	58	0.5	187
Toe1	chr4:116807468-116807559	70	55	125	0.56	237
Tollip	chr7:141881585-141884581	22	18	40	0.55	247
Tom1	chr8:75069250-75070121	44	13	57	0.77193	285
Tom1l1	chr11:90683235-90683330	106	100	206	0.514563	230
Tomm20	chr8:126937040-126937182	457	247	704	0.649148	4331
Tomm22	chr15:79671173-79671291	60	62	122	0.491803	686
Tomm34	chr2:164070467-164071169	25	26	51	0.490196	367
Tomm40	chr7:19713669-19713761	72	57	129	0.55814	830
Tomm40l	chr1:171221904-171222153	12	10	22	0.545455	117
Tomm6	chr17:47687899-47688386	42	51	93	0.451613	457
Tomm6os	chr17:47687610-47688117	42	51	93	0.451613	93
Tomm7	chr5:23843971-23844145	136	146	282	0.48227	900
Tomm70a	chr16:57152583-57154530	192	156	348	0.551724	1885
Tonsl	chr15:76632773-76633503	3	7	10	0.3	259
Top1	chr2:160721452-160722763	57	63	120	0.475	962
Top1mt	chr15:75669287-75669474	7	3	10	0.7	67
Top2a	chr11:99024046-99024189	1829	1905	3734	0.489823	6074
Top2b	chr14:16430299-16430787	23	24	47	0.489362	574
Top3a	chr11:60750576-60750783	31	30	61	0.508197	204
Top3b	chr16:16892415-16892986	74	64	138	0.536232	488
Topbp1	chr9:103349782-103350427	171	177	348	0.491379	1409
Topors	chr4:40269674-40269841	17	17	34	0.5	584
Tor1a	chr2:30967090-30967355	68	76	144	0.472222	177
Tor1aip1	chr1:156035758-156036480	13	10	23	0.565217	136
Tor1aip2	chr1:156064701-156068859	220	201	421	0.522565	935
Tor1b	chr2:30956812-30959015	48	39	87	0.551724	187
Tor4a	chr2:25192720-25195925	1	9	10	0.1	64
Tox4	chr14:52293201-52295509	60	54	114	0.526316	493
Tpbg	chr9:85843651-85847055	4	6	10	0.4	73
Tpcn1	chr5:120555868-120555998	13	15	28	0.464286	127
Tpd52	chr3:8953684-8953799	970	639	1609	0.602859	1295
Tpd52l1	chr10:31445712-31445921	140	162	302	0.463576	276
Tpd52l2	chr2:181515080-181517962	150	156	306	0.490196	695
Tpgs1	chr10:79675400-79676126	16	7	23	0.695652	124
Tpgs2	chr18:25141521-25141637	15	24	39	0.384615	127
Tpi1	chr6:124810592-124811387	113	105	218	0.518349	2736
Tpk1	chr6:43423621-43423732	7	23	30	0.233333	115
Tpm1	chr9:67043578-67043871	90	64	154	0.584416	492
Tpm3	chr3:90099528-90100902	130	122	252	0.515873	2112
Tpm4	chr8:72151742-72153129	337	94	431	0.781903	1229
Tpmt	chr13:47043104-47043217	68	55	123	0.552846	81
Tpp1	chr7:105751590-105751729	19	53	72	0.263889	375
Tpp2	chr1:44002104-44002971	73	65	138	0.528986	818
Tppp3	chr8:105468440-105468633	7	4	11	0.636364	30
Tpr	chr1:150445868-150445963	286	286	572	0.5	1790
Tpra1	chr6:88911683-88912240	10	9	19	0.526316	43
Tprgl	chr4:154160355-154160684	32	38	70	0.457143	272
Tprkb	chr6:85928776-85930284	17	28	45	0.377778	191
Tpst1	chr5:130135208-130135733	4	40	44	0.0909091	103
Tpst2	chr5:112314891-112315356	50	44	94	0.531915	200
Tpx2	chr2:152893584-152895321	277	291	568	0.487676	1246
Tra2a	chr6:49250863-49251022	115	130	245	0.469388	932
Tra2b	chr16:22252607-22252795	267	243	510	0.523529	2444
Traf3	chr12:111261489-111267155	14	3	17	0.823529	163
Traf3ip2	chr10:39654383-39655307	11	18	29	0.37931	109
Traf4	chr11:78158423-78160548	10	8	18	0.555556	264
Traf6	chr2:101696663-101700974	12	11	23	0.521739	104
Traf7	chr17:24527766-24527938	44	43	87	0.505747	585
Traip	chr9:107970974-107972268	23	41	64	0.359375	268
Trak1	chr9:121472237-121474918	43	28	71	0.605634	244
Trak2	chr1:58915686-58915823	32	31	63	0.507937	211
Tram1	chr1:13579690-13579811	59	66	125	0.472	513
Trap1	chr16:4077693-4077810	103	129	232	0.443966	1425
Trappc11	chr8:47530652-47530877	57	70	127	0.448819	293
Trappc12	chr12:28746299-28747536	8	3	11	0.727273	170
Trappc13	chr13:104178114-104178466	177	102	279	0.634409	715
Trappc2	chrX:166452137-166452543	13	0	13	1	91
Trappc2l	chr8:122615391-122615591	153	60	213	0.71831	243
Trappc3	chr4:126275142-126275883	36	51	87	0.413793	271
Trappc4	chr9:44407127-44407548	58	56	114	0.508772	254
Trappc5	chr8:3679015-3680921	20	22	42	0.47619	88
Trappc6a	chr7:19515204-19515297	27	21	48	0.5625	98
Trappc6b	chr12:59061156-59061461	54	24	78	0.692308	221
Trappc8	chr18:20865950-20866206	21	27	48	0.4375	378
Trappc9	chr15:73025962-73026087	21	78	99	0.212121	164
Trdmt1	chr2:13510161-13511690	5	18	23	0.217391	71
Trh	chr6:92242061-92243125	2	22	24	0.0833333	51
Triap1	chr5:115342675-115343552	57	59	116	0.491379	166
Trib1	chr15:59654236-59657099	10	11	21	0.47619	104
Trib3	chr2:152343857-152344060	106	79	185	0.572973	177
Trim11	chr11:58990187-58991462	12	23	35	0.342857	108
Trim13	chr14:61604530-61605945	46	40	86	0.534884	242
Trim2	chr3:84190513-84191236	26	31	57	0.45614	216
Trim23	chr13:104201231-104202048	43	16	59	0.728814	238
Trim24	chr6:37965501-37968445	118	138	256	0.460938	1099
Trim25	chr11:89016195-89020293	155	201	356	0.435393	627
Trim26	chr17:36852463-36852693	3	9	12	0.25	298
Trim27	chr13:21192030-21194723	28	19	47	0.595745	471
Trim28	chr7:13030689-13031032	621	665	1286	0.482893	5485
Trim32	chr4:65613129-65616240	11	19	30	0.366667	129
Trim33	chr3:103353697-103358770	27	25	52	0.519231	553
Trim35	chr14:66308735-66311424	134	207	341	0.392962	384
Trim37	chr11:87218252-87220686	62	92	154	0.402597	565
Trim41	chr11:48815843-48817391	21	10	31	0.677419	303
Trim44	chr2:102400013-102400900	44	64	108	0.407407	183
Trim47	chr11:116105750-116106641	25	3	28	0.892857	94
Trim59	chr3:69035294-69038008	49	82	131	0.374046	524
Trim6	chr7:104232367-104235152	386	547	933	0.413719	1032
Trim71	chr9:114562305-114564369	42	30	72	0.583333	181
Trim8	chr19:46515059-46516455	43	51	94	0.457447	300
Triml1	chr8:43138567-43138797	50	168	218	0.229358	309
Triml2	chr8:43193203-43193884	276	356	632	0.436709	715
Triobp	chr15:79005202-79005869	34	45	79	0.43038	178
Trip10	chr17:57261640-57261788	24	47	71	0.338028	229
Trip12	chr1:84793525-84794327	252	199	451	0.558758	4267
Trip13	chr13:73936107-73936272	59	60	119	0.495798	374
Trip4	chr9:65857324-65857511	25	15	40	0.625	278
Trip6	chr5:137312706-137313089	5	8	13	0.384615	61
Trit1	chr4:123054123-123054934	37	31	68	0.544118	154
Trmt1	chr8:84699603-84699808	127	68	195	0.651282	736
Trmt10a	chr3:138156705-138159820	61	91	152	0.401316	178
Trmt10b	chr4:45315012-45316131	43	42	85	0.505882	129
Trmt10c	chr16:56037501-56037774	247	192	439	0.562642	355
Trmt11	chr10:30597740-30597805	17	13	30	0.566667	149
Trmt112	chr19:6909698-6910262	48	65	113	0.424779	235
Trmt13	chr3:116613759-116614587	15	16	31	0.483871	77
Trmt1l	chr1:151457682-151458183	26	12	38	0.684211	110
Trmt2a	chr16:18253100-18254772	32	34	66	0.484848	339
Trmt2b	chrX:134240355-134240569	4	4	8	0.5	173
Trmt44	chr5:35564023-35564455	21	39	60	0.35	106
Trmt5	chr12:73284635-73285275	64	33	97	0.659794	260
Trmt6	chr2:132815804-132816054	134	99	233	0.575107	499
Trmt61a	chr12:111682595-111683902	63	24	87	0.724138	224
Trmt61b	chr17:71597936-71598761	4	8	12	0.333333	47
Trnau1ap	chr4:132329353-132329538	16	9	25	0.64	149
Trnt1	chr6:106781647-106782474	125	138	263	0.475285	651
Troap	chr15:99083228-99083409	23	27	50	0.46	103
Trp53	chr11:69591254-69591873	162	121	283	0.572438	1449
Trp53bp1	chr2:121243894-121244096	12	19	31	0.387097	541
Trp53bp2	chr1:182461687-182462436	25	14	39	0.641026	136
Trp53i11	chr2:93199786-93201757	33	21	54	0.611111	199
Trp53inp1	chr4:11169710-11174377	192	162	354	0.542373	1716
Trp53rk	chr2:166795382-166799492	17	12	29	0.586207	43
Trpc4ap	chr2:155643392-155643450	44	67	111	0.396396	553
Trpm1	chr7:64223691-64224836	121	26	147	0.823129	518
Trpm4	chr7:45308244-45308421	16	12	28	0.571429	96
Trpm7	chr2:126851343-126851541	191	229	420	0.454762	956
Trps1	chr15:50654759-50661736	8	7	15	0.533333	181
Trrap	chr5:144858674-144859773	111	59	170	0.652941	734
Trub2	chr2:29779823-29779895	205	171	376	0.545213	442
Tsc1	chr2:28686654-28691172	19	24	43	0.44186	226
Tsc2	chr17:24621627-24621764	28	23	51	0.54902	381
Tsc22d1	chr14:76506417-76507766	283	172	455	0.621978	2364
Tsc22d4	chr5:137759067-137759747	55	14	69	0.797101	252
Tsen2	chr6:115577931-115578336	14	24	38	0.368421	112
Tsen34	chr7:3700528-3701035	96	88	184	0.521739	594
Tsen54	chr11:115822583-115823102	21	27	48	0.4375	182
Tsfm	chr10:127030744-127030814	85	46	131	0.648855	323
Tsg101	chr7:46913378-46913462	57	44	101	0.564356	433
Tsn	chr1:118308745-118308841	162	142	304	0.532895	821
Tsnax	chr8:125032497-125034192	168	97	265	0.633962	427
Tspan13	chr12:36042251-36042478	200	108	308	0.649351	410
Tspan14	chr14:40906444-40908129	14	15	29	0.482759	465
Tspan17	chr13:54796157-54796775	44	10	54	0.814815	174
Tspan2	chr3:102765185-102765268	1	10	11	0.0909091	63
Tspan3	chr9:56160800-56161070	14	17	31	0.451613	312
Tspan31	chr10:127068269-127068382	86	102	188	0.457447	322
Tspan4	chr7:141489552-141489743	4	4	8	0.5	66
Tspan9	chr6:128083382-128083481	6	4	10	0.6	210
Tspo	chr15:83573770-83574203	3	8	11	0.272727	69
Tspyl1	chr10:34282190-34284885	50	37	87	0.574713	310
Tspyl2	chrX:152338725-152339392	15	0	15	1	84
Tsr1	chr11:74908228-74909340	469	326	795	0.589937	1423
Tsr2	chrX:151087094-151090414	93	0	93	1	383
Tsr3	chr17:25242454-25242799	92	87	179	0.513966	176
Tssc1	chr12:28866921-28867491	84	25	109	0.770642	282
Tssc4	chr7:143069936-143071087	24	41	65	0.369231	140
Tst	chr15:78405239-78405859	57	24	81	0.703704	281
Tsta3	chr15:75928892-75929049	70	91	161	0.434783	208
Tstd2	chr4:46124900-46125025	24	18	42	0.571429	161
Tstd3	chr4:21759623-21759793	83	127	210	0.395238	171
Ttc1	chr11:43730006-43730607	57	51	108	0.527778	311
Ttc12	chr9:49470229-49470350	9	12	21	0.428571	77
Ttc13	chr8:124721737-124721975	79	30	109	0.724771	359
Ttc14	chr3:33806816-33814860	76	69	145	0.524138	750
Ttc19	chr11:62314010-62316441	7	6	13	0.538462	173
Ttc25	chr11:100571440-100572566	15	6	21	0.714286	123
Ttc26	chr6:38425128-38427647	7	5	12	0.583333	77
Ttc27	chr17:74863334-74863570	48	45	93	0.516129	297
Ttc3	chr16:94467926-94469221	186	194	380	0.489474	695
Ttc32	chr12:9035762-9036394	31	29	60	0.516667	61
Ttc33	chr15:5217150-5218332	47	52	99	0.474747	165
Ttc37	chr13:76187600-76187983	72	78	150	0.48	311
Ttc39b	chr4:83271117-83271218	143	255	398	0.359296	538
Ttc39c	chr18:12734887-12734991	10	15	25	0.4	69
Ttc4	chr4:106678753-106678944	100	148	248	0.403226	325
Ttc5	chr14:50781475-50781607	100	124	224	0.446429	466
Ttc7b	chr12:100500076-100500230	125	35	160	0.78125	461
Ttc9c	chr19:8819021-8819294	53	88	141	0.375887	290
Ttf1	chr2:29086107-29087650	67	66	133	0.503759	239
Ttf2	chr3:100964056-100964125	168	141	309	0.543689	436
Tti1	chr2:158007019-158009360	41	52	93	0.44086	240
Tti2	chr8:31159882-31160088	127	122	249	0.51004	372
Ttk	chr9:83871985-83872390	162	149	311	0.5209	570
Ttl	chr2:129081974-129082243	7	6	13	0.538462	128
Ttll12	chr15:83586851-83586984	47	78	125	0.376	272
Ttll4	chr1:74697441-74697973	30	13	43	0.697674	242
Ttpa	chr4:20028408-20030785	26	50	76	0.342105	134
Tub	chr7:109030124-109034459	25	0	25	1	104
Tuba1a	chr15:98951469-98951691	171	145	316	0.541139	2813
Tuba1b	chr15:98932973-98933195	938	622	1560	0.601282	5913
Tuba1c	chr15:99037035-99038105	180	317	497	0.362173	3970
Tuba3a	chr6:125282756-125282978	57	55	112	0.508929	129
Tuba3b	chr6:145621091-145621477	62	6	68	0.911765	198
Tuba4a	chr1:75217212-75217434	47	40	87	0.54023	1083
Tubb2a	chr13:34076178-34076288	31	86	117	0.264957	411
Tubb2b	chr13:34130177-34130354	267	370	637	0.419152	1559
Tubb3	chr8:123420607-123422010	26	24	50	0.52	144
Tubb4b	chr2:25222158-25223368	802	676	1478	0.542625	3134
Tubb5	chr17:35837997-35838301	1197	1151	2348	0.509796	9677
Tubb6	chr18:67401310-67402749	82	85	167	0.491018	624
Tube1	chr10:39149459-39151058	39	43	82	0.47561	138
Tubg1	chr11:101126032-101126419	59	76	135	0.437037	197
Tubg2	chr11:101160247-101160396	8	1	9	0.888889	41
Tubgcp2	chr7:140036096-140036674	82	71	153	0.535948	374
Tubgcp3	chr8:12658300-12658377	29	9	38	0.763158	236
Tubgcp4	chr2:121196735-121198770	6	9	15	0.4	361
Tubgcp5	chr7:55830842-55831447	25	26	51	0.490196	286
Tubgcp6	chr15:89099098-89100503	2	7	9	0.222222	161
Tufm	chr7:126490321-126490731	275	208	483	0.569358	603
Tuft1	chr3:94658725-94658872	37	16	53	0.698113	156
Tug1	chr11:3646557-3647536	63	43	106	0.59434	667
Tulp3	chr6:128321161-128323212	23	37	60	0.383333	103
Tulp4	chr17:6236226-6240637	7	13	20	0.35	243
Tusc1	chr4:93334148-93335511	8	13	21	0.380952	18
Tusc2	chr9:107564847-107566108	5	3	8	0.625	95
Tusc3	chr8:39046515-39046684	23	26	49	0.469388	258
Tut1	chr19:8965034-8966210	32	27	59	0.542373	205
Tvp23a	chr16:10424199-10424258	75	84	159	0.471698	149
Tvp23b	chr11:62894122-62895184	103	118	221	0.466063	195
Twf1	chr15:94584381-94584485	292	255	547	0.533821	894
Twf2	chr9:106214828-106215387	46	8	54	0.851852	143
Twistnb	chr12:33437693-33439380	44	21	65	0.676923	648
Twsg1	chr17:65923065-65926466	125	129	254	0.492126	304
Txlna	chr4:129640256-129640805	126	152	278	0.453237	601
Txlng	chrX:162829239-162829454	28	0	28	1	335
Txn2	chr15:77927692-77927954	146	151	297	0.491582	540
Txndc12	chr4:108861367-108862119	74	54	128	0.578125	332
Txndc15	chr13:55725667-55726228	37	41	78	0.474359	108
Txndc5	chr13:38500271-38501708	25	26	51	0.490196	875
Txnip	chr3:96560479-96561857	13	6	19	0.684211	331
Txnl1	chr18:63692076-63692359	366	360	726	0.504132	1130
Txnl4a	chr18:80222179-80225851	129	137	266	0.484962	1139
Txnl4b	chr8:109572694-109574051	15	4	19	0.789474	58
Txnrd1	chr10:82895977-82897724	495	511	1006	0.492048	1600
Tyk2	chr9:21120260-21120417	18	31	49	0.367347	160
Tyms	chr5:30073361-30073625	69	109	178	0.38764	564
Tyr	chr7:87427405-87429284	30	12	42	0.714286	47
Tyro3	chr2:119816644-119818103	13	14	27	0.481481	471
Tysnd1	chr10:61702034-61702773	14	9	23	0.608696	138
Tyw1	chr5:130340619-130341567	37	54	91	0.406593	176
Tyw5	chr1:57388244-57388752	17	11	28	0.607143	104
U2af1l4	chr7:30565095-30565364	12	11	23	0.521739	136
U2af2	chr7:5079182-5079945	195	199	394	0.494924	1507
U2surp	chr9:95500688-95500819	195	201	396	0.492424	1587
Uaca	chr9:60869575-60872283	47	35	82	0.573171	211
Uap1	chr1:170166626-170166948	136	108	244	0.557377	286
Uap1l1	chr2:25365327-25365626	53	81	134	0.395522	201
Uba1	chrX:20682378-20683179	438	444	882	0.496599	4930
Uba2	chr7:34168373-34168529	271	387	658	0.411854	2669
Uba3	chr6:97201917-97201997	141	87	228	0.618421	700
Uba5	chr9:104062792-104063121	155	201	356	0.435393	278
Uba6	chr5:86136309-86136490	44	44	88	0.5	393
Ubac1	chr2:26016296-26016416	87	81	168	0.517857	408
Ubac2	chr14:122019950-122021035	61	44	105	0.580952	268
Ubald1	chr16:4874779-4875869	6	5	11	0.545455	147
Ubald2	chr11:116437994-116439077	87	191	278	0.31295	0
Ubap1l	chr9:65371541-65372128	22	19	41	0.536585	119
Ubap2	chr4:41233604-41233714	156	169	325	0.48	892
Ubap2l	chr3:90028325-90028377	38	52	90	0.422222	1179
Ube2c	chr2:164771293-164771379	141	171	312	0.451923	1139
Ube2d1	chr10:71262199-71262262	13	19	32	0.40625	129
Ube2d2a	chr18:35805518-35807172	7	9	16	0.4375	927
Ube2e3	chr2:78870457-78870678	23	17	40	0.575	318
Ube2f	chr1:91285305-91286025	21	18	39	0.538462	203
Ube2g2	chr10:77644447-77645990	10	13	23	0.434783	192
Ube2h	chr6:30211290-30215083	9	5	14	0.642857	217
Ube2i	chr17:25274162-25274310	15	9	24	0.625	1600
Ube2j1	chr4:33043857-33043986	3	5	8	0.375	121
Ube2j2	chr4:155957081-155959604	14	20	34	0.411765	35
Ube2k	chr5:65594875-65598989	68	94	162	0.419753	613
Ube2l3	chr16:17152015-17154282	30	29	59	0.508475	1233
Ube2l6	chr2:84809005-84810003	2	44	46	0.0434783	430
Ube2m	chr7:13036566-13036660	21	26	47	0.446809	317
Ube2o	chr11:116548770-116548880	59	59	118	0.5	393
Ube2q1	chr3:89782257-89783997	15	16	31	0.483871	542
Ube2q2	chr9:55205960-55207529	45	63	108	0.416667	407
Ube2r2	chr4:41190605-41193370	7	5	12	0.583333	356
Ube2s	chr7:4811409-4811556	443	450	893	0.496081	2359
Ube2t	chr1:134973800-134974179	220	250	470	0.468085	281
Ube2v2	chr16:15550986-15556543	40	44	84	0.47619	546
Ube2w	chr1:16568674-16571282	15	5	20	0.75	170
Ube2z	chr11:96064952-96065364	103	91	194	0.530928	1000
Ube3a	chr7:59304810-59306727	15	24	39	0.384615	524
Ube3b	chr5:114419478-114421166	155	150	305	0.508197	359
Ube3c	chr5:29674399-29676077	49	41	90	0.544444	545
Ube4a	chr9:44952942-44953115	28	40	68	0.411765	327
Ube4b	chr4:149381183-149381411	30	33	63	0.47619	420
Ubfd1	chr7:122078450-122082199	59	47	106	0.556604	476
Ubiad1	chr4:148434497-148436642	9	4	13	0.692308	95
Ubl3	chr5:148551953-148552788	16	27	43	0.372093	257
Ubl4	chrX:74365718-74367586	27	19	46	0.586957	132
Ubl7	chr9:57929713-57929968	11	12	23	0.478261	165
Ublcp1	chr11:44466815-44467011	90	80	170	0.529412	435
Ubn1	chr16:5084056-5086285	11	12	23	0.478261	169
Ubox5	chr2:130599514-130600711	18	17	35	0.514286	124
Ubp1	chr9:113975346-113977201	114	118	232	0.491379	597
Ubqln1	chr13:58196557-58196672	154	148	302	0.509934	923
Ubqln2	chrX:153498232-153501558	39	0	39	1	356
Ubqln4	chr3:88568081-88569725	293	276	569	0.514938	980
Ubr1	chr2:120934304-120934432	5	6	11	0.454545	290
Ubr2	chr17:46990992-46991105	43	43	86	0.5	364
Ubr3	chr2:70021543-70024013	60	65	125	0.48	569
Ubr4	chr4:139482458-139482682	95	106	201	0.472637	1585
Ubr5	chr15:38024747-38024931	76	74	150	0.506667	2160
Ubr7	chr12:102775694-102777701	528	338	866	0.6097	1374
Ubtd2	chr11:32516090-32518709	7	5	12	0.583333	152
Ubtf	chr11:102318848-102319096	285	332	617	0.461912	1517
Ubxn1	chr19:8874139-8874255	75	83	158	0.474684	1314
Ubxn2a	chr12:4907349-4907520	124	202	326	0.380368	613
Ubxn4	chr1:128276957-128279377	87	56	143	0.608392	547
Ubxn6	chr17:56074836-56074989	33	22	55	0.6	236
Ubxn8	chr8:33635289-33635359	27	28	55	0.490909	165
Uchl1	chr5:66686842-66687234	126	82	208	0.605769	592
Uchl3	chr14:101695902-101696125	100	197	297	0.3367	532
Uchl5	chr1:143802135-143802233	63	62	125	0.504	341
Uck1	chr2:32259580-32259739	6	7	13	0.461538	150
Uck2	chr1:167236603-167236699	236	263	499	0.472946	656
Uckl1	chr2:181574847-181575037	15	22	37	0.405405	128
Ucp2	chr7:100499236-100499629	395	492	887	0.445321	1105
Uevld	chr7:46950828-46950991	11	17	28	0.392857	141
Ufc1	chr1:171288564-171288971	20	23	43	0.465116	262
Ufd1l	chr16:18834236-18835261	123	113	236	0.521186	353
Ufl1	chr4:25278604-25278701	20	36	56	0.357143	313
Ufm1	chr3:53853376-53857995	25	30	55	0.454545	252
Ufsp2	chr8:45992108-45992232	80	61	141	0.567376	182
Ugcg	chr4:59220223-59222833	51	37	88	0.579545	319
